timestamp,buyer,seller,symbol,currency,price,quantity
1300,Pablo,Camilla,PICNIC_BASKET2,SEASHELLS,30114.0,6
5700,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30091.0,2
8900,Pablo,Camilla,PICNIC_BASKET2,SEASHELLS,30105.0,3
9100,Camilla,Penelope,PICNIC_BASKET2,SEASHELLS,30099.0,9
13200,Caesar,Penelope,PICNIC_BASKET2,SEASHELLS,30098.0,1
16200,Camilla,Caesar,PICNIC_BASKET2,SEASHELLS,30104.0,1
21000,Penelope,Caesar,PICNIC_BASKET2,SEASHELLS,30104.0,2
23900,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30091.0,6
25100,Penelope,Camilla,PICNIC_BASKET2,SEASHELLS,30101.0,6
25400,Caesar,Penelope,PICNIC_BASKET2,SEASHELLS,30094.0,2
26400,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30090.0,7
32400,Caesar,Penelope,PICNIC_BASKET2,SEASHELLS,30097.0,1
33600,Penelope,Camilla,PICNIC_BASKET2,SEASHELLS,30101.0,7
37000,Penelope,Camilla,PICNIC_BASKET2,SEASHELLS,30094.0,9
37300,Penelope,Charlie,PICNIC_BASKET2,SEASHELLS,30096.0,10
39300,Penelope,Caesar,PICNIC_BASKET2,SEASHELLS,30104.0,5
41400,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30117.0,6
44800,Caesar,Pablo,PICNIC_BASKET2,SEASHELLS,30114.0,1
44800,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30114.0,1
45200,Penelope,Charlie,PICNIC_BASKET2,SEASHELLS,30116.0,7
48300,Penelope,Caesar,PICNIC_BASKET2,SEASHELLS,30114.0,2
50200,Charlie,Penelope,PICNIC_BASKET2,SEASHELLS,30102.0,5
52500,Caesar,Pablo,PICNIC_BASKET2,SEASHELLS,30115.0,2
52500,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30114.0,2
56300,Caesar,Penelope,PICNIC_BASKET2,SEASHELLS,30108.0,2
57100,Penelope,Camilla,PICNIC_BASKET2,SEASHELLS,30102.0,6
58400,Penelope,Camilla,PICNIC_BASKET2,SEASHELLS,30101.0,5
58600,Caesar,Penelope,PICNIC_BASKET2,SEASHELLS,30097.0,1
59100,Pablo,Caesar,PICNIC_BASKET2,SEASHELLS,30102.0,2
59200,Penelope,Caesar,PICNIC_BASKET2,SEASHELLS,30104.0,2
59800,Penelope,Charlie,PICNIC_BASKET2,SEASHELLS,30106.0,6
60000,Pablo,Caesar,PICNIC_BASKET2,SEASHELLS,30100.0,8
60300,Penelope,Caesar,PICNIC_BASKET2,SEASHELLS,30103.0,2
66400,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30063.0,5
67400,Caesar,Pablo,PICNIC_BASKET2,SEASHELLS,30071.0,2
68100,Camilla,Penelope,PICNIC_BASKET2,SEASHELLS,30070.0,6
69500,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30061.0,5
70300,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30078.0,8
72700,Camilla,Penelope,PICNIC_BASKET2,SEASHELLS,30085.0,8
73500,Charlie,Penelope,PICNIC_BASKET2,SEASHELLS,30091.0,6
73700,Penelope,Charlie,PICNIC_BASKET2,SEASHELLS,30105.0,8
74500,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30095.0,7
74500,Camilla,Penelope,PICNIC_BASKET2,SEASHELLS,30095.0,8
74500,Caesar,Penelope,PICNIC_BASKET2,SEASHELLS,30095.0,2
82500,Camilla,Penelope,PICNIC_BASKET2,SEASHELLS,30073.0,7
84100,Pablo,Caesar,PICNIC_BASKET2,SEASHELLS,30070.0,2
84100,Pablo,Camilla,PICNIC_BASKET2,SEASHELLS,30070.0,3
84800,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30075.0,8
86700,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30068.0,2
87700,Penelope,Camilla,PICNIC_BASKET2,SEASHELLS,30084.0,9
88000,Charlie,Penelope,PICNIC_BASKET2,SEASHELLS,30080.0,6
89900,Penelope,Charlie,PICNIC_BASKET2,SEASHELLS,30113.0,10
90700,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30103.0,8
91300,Penelope,Caesar,PICNIC_BASKET2,SEASHELLS,30106.0,1
91800,Caesar,Pablo,PICNIC_BASKET2,SEASHELLS,30102.0,2
91800,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30101.0,1
92100,Charlie,Penelope,PICNIC_BASKET2,SEASHELLS,30106.0,8
93500,Penelope,Camilla,PICNIC_BASKET2,SEASHELLS,30120.0,8
95500,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30101.0,5
97500,Charlie,Penelope,PICNIC_BASKET2,SEASHELLS,30086.0,5
97600,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30090.0,4
97900,Charlie,Penelope,PICNIC_BASKET2,SEASHELLS,30102.0,9
98300,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30105.0,2
98300,Charlie,Penelope,PICNIC_BASKET2,SEASHELLS,30105.0,10
107400,Camilla,Caesar,PICNIC_BASKET2,SEASHELLS,30113.0,2
108400,Camilla,Caesar,PICNIC_BASKET2,SEASHELLS,30125.0,2
109200,Penelope,Charlie,PICNIC_BASKET2,SEASHELLS,30122.0,7
109600,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30112.0,3
109900,Penelope,Camilla,PICNIC_BASKET2,SEASHELLS,30120.0,5
110400,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30112.0,6
111700,Caesar,Penelope,PICNIC_BASKET2,SEASHELLS,30100.0,1
111800,Charlie,Penelope,PICNIC_BASKET2,SEASHELLS,30097.0,5
115100,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30136.0,2
117400,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30145.0,3
117400,Penelope,Charlie,PICNIC_BASKET2,SEASHELLS,30151.0,10
118600,Charlie,Penelope,PICNIC_BASKET2,SEASHELLS,30164.0,9
125000,Penelope,Camilla,PICNIC_BASKET2,SEASHELLS,30156.0,10
126000,Penelope,Camilla,PICNIC_BASKET2,SEASHELLS,30159.0,9
131100,Caesar,Pablo,PICNIC_BASKET2,SEASHELLS,30131.0,2
133300,Penelope,Camilla,PICNIC_BASKET2,SEASHELLS,30150.0,8
134300,Charlie,Penelope,PICNIC_BASKET2,SEASHELLS,30140.0,10
136900,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30125.0,8
137000,Camilla,Penelope,PICNIC_BASKET2,SEASHELLS,30120.0,6
138000,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30125.0,7
138100,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30127.0,3
141200,Caesar,Pablo,PICNIC_BASKET2,SEASHELLS,30124.0,1
141200,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30123.0,4
142800,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30124.0,2
145700,Caesar,Pablo,PICNIC_BASKET2,SEASHELLS,30097.0,1
145700,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30096.0,1
147500,Penelope,Caesar,PICNIC_BASKET2,SEASHELLS,30094.0,2
148200,Penelope,Caesar,PICNIC_BASKET2,SEASHELLS,30089.0,1
149700,Camilla,Caesar,PICNIC_BASKET2,SEASHELLS,30063.0,1
150300,Penelope,Caesar,PICNIC_BASKET2,SEASHELLS,30076.0,2
153600,Camilla,Pablo,PICNIC_BASKET2,SEASHELLS,30059.0,4
154900,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30064.0,3
157300,Charlie,Pablo,PICNIC_BASKET2,SEASHELLS,30071.0,8
159100,Caesar,Pablo,PICNIC_BASKET2,SEASHELLS,30080.0,2
