timestamp,buyer,seller,symbol,currency,price,quantity
1500,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,660.0,5
2400,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,684.0,4
8000,Camilla,Camilla,MAGNIFICENT_MACARONS,SEASHELLS,667.0,2
8600,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,658.0,6
9400,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,652.0,5
12100,Paris,Paris,MAGNIFICENT_MACARONS,SEASHELLS,630.0,5
15200,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,645.0,6
16500,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,663.0,6
17900,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,665.0,5
20500,Camilla,Camilla,MAGNIFICENT_MACARONS,SEASHELLS,649.0,2
22400,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,651.0,5
25700,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,652.0,5
29100,Camilla,Camilla,MAGNIFICENT_MACARONS,SEASHELLS,675.0,3
35400,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,639.0,7
42900,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,630.0,5
46600,Camilla,Camilla,MAGNIFICENT_MACARONS,SEASHELLS,603.0,3
48200,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,615.0,4
50700,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,605.0,7
52000,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,587.0,4
55400,Camilla,Paris,MAGNIFICENT_MACARONS,SEASHELLS,567.0,3
55700,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,562.0,5
55800,Camilla,Caesar,MAGNIFICENT_MACARONS,SEASHELLS,573.0,4
60100,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,585.0,4
67800,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,569.0,7
69100,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,586.0,7
74600,Camilla,Camilla,MAGNIFICENT_MACARONS,SEASHELLS,639.0,3
75200,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,646.0,5
75600,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,641.0,5
75600,Charlie,Paris,MAGNIFICENT_MACARONS,SEASHELLS,641.0,2
75800,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,650.0,6
77200,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,632.0,5
79800,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,638.0,6
88500,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,619.0,4
91300,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,623.0,7
96600,Camilla,Camilla,MAGNIFICENT_MACARONS,SEASHELLS,596.0,3
99000,Camilla,Camilla,MAGNIFICENT_MACARONS,SEASHELLS,595.0,3
100000,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,593.0,5
100100,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,596.0,7
101100,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,588.0,5
102700,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,568.0,6
107200,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,593.0,5
107500,Caesar,Camilla,MAGNIFICENT_MACARONS,SEASHELLS,586.0,5
108500,Camilla,Camilla,MAGNIFICENT_MACARONS,SEASHELLS,589.0,5
111600,Caesar,Paris,MAGNIFICENT_MACARONS,SEASHELLS,571.0,5
119600,Paris,Charlie,MAGNIFICENT_MACARONS,SEASHELLS,572.0,6
