timestamp,buyer,seller,symbol,currency,price,quantity
200,Paris,Caesar,JAMS,SEASHELLS,6520.0,7
1000,Paris,Caesar,JAMS,SEASHELLS,6522.0,4
1200,Caesar,Paris,JAMS,SEASHELLS,6521.0,9
2500,Paris,Caesar,JAMS,SEASHELLS,6522.0,6
2800,Caesar,Paris,JAMS,SEASHELLS,6520.0,9
2900,Caesar,Paris,JAMS,SEASHELLS,6520.0,10
4600,Caesar,Camilla,JAMS,SEASHELLS,6523.0,10
5500,Caesar,Camilla,JAMS,SEASHELLS,6522.0,4
6200,Caesar,Camilla,JAMS,SEASHELLS,6524.0,3
6800,Caesar,Paris,JAMS,SEASHELLS,6525.0,5
7300,Caesar,Paris,JAMS,SEASHELLS,6526.0,8
7500,Paris,Caesar,JAMS,SEASHELLS,6527.0,7
7900,Caesar,Paris,JAMS,SEASHELLS,6526.0,5
8200,Caesar,Paris,JAMS,SEASHELLS,6524.0,5
9300,Caesar,Camilla,JAMS,SEASHELLS,6525.0,9
9900,Paris,Caesar,JAMS,SEASHELLS,6521.0,5
10100,Paris,Caesar,JAMS,SEASHELLS,6519.0,4
10800,Caesar,Paris,JAMS,SEASHELLS,6517.0,8
13000,Caesar,Camilla,JAMS,SEASHELLS,6527.0,8
13300,Paris,Caesar,JAMS,SEASHELLS,6529.0,8
14300,Caesar,Paris,JAMS,SEASHELLS,6529.0,5
14400,Paris,Caesar,JAMS,SEASHELLS,6530.0,6
15200,Paris,Caesar,JAMS,SEASHELLS,6529.0,5
20800,Caesar,Paris,JAMS,SEASHELLS,6532.0,4
22400,Caesar,Paris,JAMS,SEASHELLS,6525.0,9
23100,Paris,Caesar,JAMS,SEASHELLS,6530.0,8
23600,Caesar,Camilla,JAMS,SEASHELLS,6533.0,3
24000,Caesar,Paris,JAMS,SEASHELLS,6533.0,9
24600,Caesar,Paris,JAMS,SEASHELLS,6534.0,8
25800,Paris,Caesar,JAMS,SEASHELLS,6536.0,4
26900,Caesar,Camilla,JAMS,SEASHELLS,6531.0,8
27500,Caesar,Camilla,JAMS,SEASHELLS,6530.0,12
29500,Paris,Caesar,JAMS,SEASHELLS,6536.0,8
30000,Paris,Caesar,JAMS,SEASHELLS,6536.0,8
30100,Paris,Caesar,JAMS,SEASHELLS,6536.0,10
30800,Caesar,Paris,JAMS,SEASHELLS,6531.0,9
30900,Paris,Caesar,JAMS,SEASHELLS,6532.0,6
31000,Caesar,Camilla,JAMS,SEASHELLS,6531.0,9
32400,Caesar,Paris,JAMS,SEASHELLS,6532.0,8
33800,Paris,Caesar,JAMS,SEASHELLS,6533.0,10
35100,Paris,Caesar,JAMS,SEASHELLS,6534.0,8
35200,Paris,Caesar,JAMS,SEASHELLS,6534.0,7
35500,Caesar,Paris,JAMS,SEASHELLS,6532.0,7
35800,Caesar,Camilla,JAMS,SEASHELLS,6531.0,3
35900,Paris,Caesar,JAMS,SEASHELLS,6532.0,5
36000,Caesar,Camilla,JAMS,SEASHELLS,6531.0,3
37300,Caesar,Camilla,JAMS,SEASHELLS,6530.0,9
37800,Caesar,Camilla,JAMS,SEASHELLS,6528.0,4
39400,Caesar,Paris,JAMS,SEASHELLS,6530.0,8
40100,Caesar,Paris,JAMS,SEASHELLS,6534.0,4
40200,Caesar,Paris,JAMS,SEASHELLS,6532.0,8
41200,Caesar,Paris,JAMS,SEASHELLS,6532.0,10
41900,Caesar,Paris,JAMS,SEASHELLS,6529.0,8
42000,Caesar,Camilla,JAMS,SEASHELLS,6529.0,5
43800,Caesar,Paris,JAMS,SEASHELLS,6522.0,10
44800,Caesar,Paris,JAMS,SEASHELLS,6529.0,4
47100,Caesar,Camilla,JAMS,SEASHELLS,6528.0,3
47600,Paris,Caesar,JAMS,SEASHELLS,6530.0,9
48000,Paris,Caesar,JAMS,SEASHELLS,6528.0,10
48200,Caesar,Paris,JAMS,SEASHELLS,6527.0,4
49000,Paris,Caesar,JAMS,SEASHELLS,6527.0,5
49400,Paris,Caesar,JAMS,SEASHELLS,6527.0,8
