day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
2,0,CROISSANTS,4265.0,64.0,4264.0,59.0,,,4266.0,123.0,,,,,4265.5,0.0
2,100,CROISSANTS,4265.0,48.0,4264.0,54.0,,,4266.0,102.0,,,,,4265.5,0.0
2,200,CROISSANTS,4265.0,112.0,,,,,4266.0,112.0,,,,,4265.5,0.0
2,300,CROISSANTS,4265.0,109.0,,,,,4266.0,109.0,,,,,4265.5,0.0
2,400,CROISSANTS,4266.0,55.0,4265.0,52.0,,,4267.0,107.0,,,,,4266.5,0.0
2,500,CROISSANTS,4265.0,127.0,,,,,4266.0,39.0,4267.0,88.0,,,4265.5,0.0
2,600,CROISSANTS,4264.0,121.0,,,,,4266.0,121.0,,,,,4265.0,0.0
2,700,CROISSANTS,4265.0,64.0,4264.0,77.0,,,4266.0,141.0,,,,,4265.5,0.0
2,800,CROISSANTS,4265.0,117.0,,,,,4266.0,48.0,4267.0,69.0,,,4265.5,0.0
2,900,CROISSANTS,4265.0,121.0,,,,,4266.0,121.0,,,,,4265.5,0.0
2,1000,CROISSANTS,4266.0,105.0,,,,,4267.0,40.0,4268.0,65.0,,,4266.5,0.0
2,1100,CROISSANTS,4266.0,127.0,,,,,4267.0,127.0,,,,,4266.5,0.0
2,1200,CROISSANTS,4266.0,117.0,,,,,4267.0,37.0,4268.0,80.0,,,4266.5,0.0
2,1300,CROISSANTS,4266.0,126.0,,,,,4267.0,49.0,4268.0,77.0,,,4266.5,0.0
2,1400,CROISSANTS,4266.0,158.0,,,,,4267.0,60.0,4268.0,98.0,,,4266.5,0.0
2,1500,CROISSANTS,4266.0,125.0,,,,,4267.0,125.0,,,,,4266.5,0.0
2,1600,CROISSANTS,4267.0,151.0,,,,,4269.0,151.0,,,,,4268.0,0.0
2,1700,CROISSANTS,4268.0,36.0,4267.0,86.0,,,4269.0,122.0,,,,,4268.5,0.0
2,1800,CROISSANTS,4268.0,35.0,4267.0,90.0,,,4269.0,125.0,,,,,4268.5,0.0
2,1900,CROISSANTS,4267.0,102.0,,,,,4269.0,102.0,,,,,4268.0,0.0
2,2000,CROISSANTS,4268.0,55.0,4267.0,89.0,,,4269.0,139.0,,,,,4268.5,0.0
2,2100,CROISSANTS,4267.0,140.0,,,,,4269.0,140.0,,,,,4268.0,0.0
2,2200,CROISSANTS,4267.0,133.0,,,,,4268.0,133.0,,,,,4267.5,0.0
2,2300,CROISSANTS,4267.0,38.0,4266.0,82.0,,,4268.0,120.0,,,,,4267.5,0.0
2,2400,CROISSANTS,4267.0,106.0,,,,,4268.0,106.0,,,,,4267.5,0.0
2,2500,CROISSANTS,4267.0,65.0,4266.0,92.0,,,4268.0,157.0,,,,,4267.5,0.0
2,2600,CROISSANTS,4266.0,136.0,,,,,4267.0,41.0,4268.0,95.0,,,4266.5,0.0
2,2700,CROISSANTS,4266.0,106.0,,,,,4268.0,106.0,,,,,4267.0,0.0
2,2800,CROISSANTS,4266.0,129.0,,,,,4267.0,129.0,,,,,4266.5,0.0
2,2900,CROISSANTS,4267.0,117.0,,,,,4268.0,117.0,,,,,4267.5,0.0
2,3000,CROISSANTS,4266.0,91.0,,,,,4267.0,40.0,4268.0,51.0,,,4266.5,0.0
2,3100,CROISSANTS,4266.0,115.0,,,,,4268.0,115.0,,,,,4267.0,0.0
2,3200,CROISSANTS,4267.0,130.0,,,,,4268.0,130.0,,,,,4267.5,0.0
2,3300,CROISSANTS,4267.0,123.0,,,,,4268.0,123.0,,,,,4267.5,0.0
2,3400,CROISSANTS,4267.0,52.0,4266.0,50.0,,,4268.0,102.0,,,,,4267.5,0.0
2,3500,CROISSANTS,4267.0,53.0,4266.0,87.0,,,4268.0,140.0,,,,,4267.5,0.0
2,3600,CROISSANTS,4267.0,154.0,,,,,4268.0,57.0,4269.0,97.0,,,4267.5,0.0
2,3700,CROISSANTS,4267.0,133.0,,,,,4268.0,133.0,,,,,4267.5,0.0
2,3800,CROISSANTS,4267.0,146.0,,,,,4268.0,146.0,,,,,4267.5,0.0
2,3900,CROISSANTS,4267.0,135.0,,,,,4268.0,135.0,,,,,4267.5,0.0
2,4000,CROISSANTS,4267.0,142.0,,,,,4268.0,142.0,,,,,4267.5,0.0
2,4100,CROISSANTS,4267.0,136.0,,,,,4268.0,136.0,,,,,4267.5,0.0
2,4200,CROISSANTS,4267.0,128.0,,,,,4269.0,128.0,,,,,4268.0,0.0
2,4300,CROISSANTS,4267.0,114.0,,,,,4268.0,55.0,4269.0,59.0,,,4267.5,0.0
2,4400,CROISSANTS,4267.0,91.0,,,,,4268.0,35.0,4269.0,56.0,,,4267.5,0.0
2,4500,CROISSANTS,4267.0,144.0,,,,,4269.0,144.0,,,,,4268.0,0.0
2,4600,CROISSANTS,4267.0,115.0,,,,,4268.0,63.0,4269.0,52.0,,,4267.5,0.0
2,4700,CROISSANTS,4267.0,149.0,,,,,4268.0,58.0,4269.0,91.0,,,4267.5,0.0
2,4800,CROISSANTS,4267.0,120.0,,,,,4268.0,40.0,4269.0,80.0,,,4267.5,0.0
2,4900,CROISSANTS,4267.0,144.0,,,,,4268.0,56.0,4269.0,82.0,,,4267.5,0.0
2,5000,CROISSANTS,4267.0,120.0,,,,,4268.0,124.0,,,,,4267.5,0.0
2,5100,CROISSANTS,4267.0,113.0,,,,,4269.0,113.0,,,,,4268.0,0.0
2,5200,CROISSANTS,4267.0,123.0,,,,,4268.0,123.0,,,,,4267.5,0.0
2,5300,CROISSANTS,4267.0,137.0,,,,,4268.0,137.0,,,,,4267.5,0.0
2,5400,CROISSANTS,4267.0,144.0,,,,,4268.0,55.0,4269.0,89.0,,,4267.5,0.0
2,5500,CROISSANTS,4267.0,115.0,,,,,4268.0,39.0,4269.0,76.0,,,4267.5,0.0
2,5600,CROISSANTS,4267.0,128.0,,,,,4268.0,128.0,,,,,4267.5,0.0
2,5700,CROISSANTS,4266.0,143.0,,,,,4267.0,54.0,4268.0,89.0,,,4266.5,0.0
2,5800,CROISSANTS,4266.0,114.0,,,,,4268.0,114.0,,,,,4267.0,0.0
2,5900,CROISSANTS,4266.0,124.0,,,,,4267.0,39.0,4268.0,85.0,,,4266.5,0.0
2,6000,CROISSANTS,4266.0,117.0,,,,,4267.0,53.0,4268.0,64.0,,,4266.5,0.0
2,6100,CROISSANTS,4266.0,114.0,,,,,4267.0,114.0,,,,,4266.5,0.0
2,6200,CROISSANTS,4265.0,144.0,,,,,4266.0,61.0,4267.0,83.0,,,4265.5,0.0
2,6300,CROISSANTS,4265.0,146.0,,,,,4266.0,146.0,,,,,4265.5,0.0
2,6400,CROISSANTS,4265.0,140.0,,,,,4266.0,51.0,4267.0,89.0,,,4265.5,0.0
