timestamp,buyer,seller,symbol,currency,price,quantity
1700,Paris,Caesar,DJEMBES,SEASHELLS,13417.0,3
2000,Caesar,Paris,DJEMBES,SEASHELLS,13415.0,2
2300,Caesar,Paris,DJEMBES,SEASHELLS,13416.0,2
4900,Caesar,Camilla,DJEMBES,SEASHELLS,13421.0,7
6100,Caesar,Paris,DJEMBES,SEASHELLS,13419.0,5
6900,Paris,Caesar,DJEMBES,SEASHELLS,13417.0,2
9800,Paris,Caesar,DJEMBES,SEASHELLS,13418.0,4
10300,Caesar,Paris,DJEMBES,SEASHELLS,13416.0,3
12100,Paris,Caesar,DJEMBES,SEASHELLS,13421.0,1
14700,Paris,Caesar,DJEMBES,SEASHELLS,13422.0,1
16200,Caesar,Paris,DJEMBES,SEASHELLS,13421.0,4
16700,Caesar,Paris,DJEMBES,SEASHELLS,13425.0,3
18800,Paris,Caesar,DJEMBES,SEASHELLS,13424.0,4
19600,Paris,Caesar,DJEMBES,SEASHELLS,13426.0,5
20000,Paris,Caesar,DJEMBES,SEASHELLS,13439.0,1
21100,Paris,Caesar,DJEMBES,SEASHELLS,13444.0,5
21700,Caesar,Paris,DJEMBES,SEASHELLS,13447.0,3
21800,Caesar,Paris,DJEMBES,SEASHELLS,13446.0,5
22100,Caesar,Paris,DJEMBES,SEASHELLS,13449.0,1
22900,Caesar,Paris,DJEMBES,SEASHELLS,13451.0,5
23200,Caesar,Paris,DJEMBES,SEASHELLS,13449.0,3
23600,Caesar,Paris,DJEMBES,SEASHELLS,13447.0,2
24300,Caesar,Paris,DJEMBES,SEASHELLS,13447.0,1
24400,Caesar,Paris,DJEMBES,SEASHELLS,13448.0,3
24900,Paris,Caesar,DJEMBES,SEASHELLS,13449.0,3
25500,Caesar,Paris,DJEMBES,SEASHELLS,13443.0,3
25600,Caesar,Paris,DJEMBES,SEASHELLS,13443.0,3
28000,Paris,Caesar,DJEMBES,SEASHELLS,13438.0,5
29700,Caesar,Paris,DJEMBES,SEASHELLS,13435.0,5
30900,Paris,Caesar,DJEMBES,SEASHELLS,13438.0,4
31000,Paris,Caesar,DJEMBES,SEASHELLS,13438.0,3
31200,Caesar,Paris,DJEMBES,SEASHELLS,13435.0,4
31600,Paris,Caesar,DJEMBES,SEASHELLS,13437.0,2
31700,Paris,Caesar,DJEMBES,SEASHELLS,13436.0,3
32300,Caesar,Paris,DJEMBES,SEASHELLS,13432.0,1
32500,Caesar,Paris,DJEMBES,SEASHELLS,13432.0,1
33200,Caesar,Camilla,DJEMBES,SEASHELLS,13434.0,6
33300,Caesar,Paris,DJEMBES,SEASHELLS,13433.0,4
36100,Paris,Caesar,DJEMBES,SEASHELLS,13435.0,2
39500,Caesar,Paris,DJEMBES,SEASHELLS,13431.0,3
41100,Paris,Caesar,DJEMBES,SEASHELLS,13434.0,3
42600,Caesar,Paris,DJEMBES,SEASHELLS,13434.0,3
42900,Caesar,Paris,DJEMBES,SEASHELLS,13436.0,5
43400,Caesar,Paris,DJEMBES,SEASHELLS,13438.0,3
44300,Paris,Caesar,DJEMBES,SEASHELLS,13442.0,2
45000,Paris,Caesar,DJEMBES,SEASHELLS,13446.0,3
50200,Caesar,Paris,DJEMBES,SEASHELLS,13457.0,5
50800,Caesar,Paris,DJEMBES,SEASHELLS,13457.0,1
52100,Paris,Caesar,DJEMBES,SEASHELLS,13459.0,5
52300,Paris,Caesar,DJEMBES,SEASHELLS,13458.0,5
52500,Paris,Caesar,DJEMBES,SEASHELLS,13456.0,4
53000,Caesar,Paris,DJEMBES,SEASHELLS,13457.0,2
53100,Paris,Caesar,DJEMBES,SEASHELLS,13458.0,5
53800,Caesar,Paris,DJEMBES,SEASHELLS,13456.0,2
54200,Caesar,Paris,DJEMBES,SEASHELLS,13457.0,1
54800,Caesar,Paris,DJEMBES,SEASHELLS,13457.0,1
58100,Caesar,Paris,DJEMBES,SEASHELLS,13460.0,2
59000,Caesar,Paris,DJEMBES,SEASHELLS,13455.0,1
59400,Paris,Caesar,DJEMBES,SEASHELLS,13456.0,1
60200,Caesar,Paris,DJEMBES,SEASHELLS,13462.0,4
60700,Caesar,Paris,DJEMBES,SEASHELLS,13462.0,1
61100,Caesar,Paris,DJEMBES,SEASHELLS,13462.0,2
62000,Caesar,Camilla,DJEMBES,SEASHELLS,13457.0,6
62600,Paris,Caesar,DJEMBES,SEASHELLS,13461.0,4
62900,Paris,Caesar,DJEMBES,SEASHELLS,13460.0,5
63000,Caesar,Paris,DJEMBES,SEASHELLS,13461.0,5
63500,Paris,Caesar,DJEMBES,SEASHELLS,13460.0,4
63800,Paris,Caesar,DJEMBES,SEASHELLS,13460.0,4
64100,Caesar,Paris,DJEMBES,SEASHELLS,13458.0,5
64400,Paris,Caesar,DJEMBES,SEASHELLS,13460.0,4
64600,Caesar,Paris,DJEMBES,SEASHELLS,13456.0,5
65400,Caesar,Paris,DJEMBES,SEASHELLS,13454.0,4
